1046581,114.101631,22.552345,2014-12-11 00:08:15,1
1046581,114.103325,22.553091,2014-12-11 00:08:46,1
1046581,114.104050,22.553295,2014-12-11 00:09:16,1
1046581,114.106430,22.553093,2014-12-11 00:10:16,1
1046581,114.106430,22.553093,2014-12-11 00:10:34,1
1046581,114.108345,22.552917,2014-12-11 00:10:45,1
1046581,114.111053,22.554417,2014-12-11 00:11:15,1
1046581,114.114906,22.553726,2014-12-11 00:11:46,1
1046581,114.116409,22.552176,2014-12-11 00:12:16,1
1046581,114.116997,22.551533,2014-12-11 00:12:46,1
1046581,114.116905,22.551378,2014-12-11 00:13:16,1
1046581,114.116997,22.551533,2014-12-11 00:13:17,1
1046581,114.116676,22.550451,2014-12-11 00:13:46,1
1046581,114.116554,22.548916,2014-12-11 00:14:15,1
1046581,114.116920,22.548462,2014-12-11 00:14:45,1
1046581,114.117027,22.547974,2014-12-11 00:15:16,1
1046581,114.116058,22.547117,2014-12-11 00:15:46,1
1046581,114.114471,22.546911,2014-12-11 00:16:16,1
1046581,114.112762,22.546419,2014-12-11 00:16:46,1
1046581,114.111389,22.546770,2014-12-11 00:17:16,1
1046581,114.111450,22.546852,2014-12-11 00:17:45,1
1046581,114.111031,22.546831,2014-12-11 00:18:15,1
1046581,114.111504,22.547722,2014-12-11 00:18:46,1
1046581,114.111031,22.546831,2014-12-11 00:18:57,1
1046581,114.112610,22.547230,2014-12-11 00:19:16,1
1046581,114.112610,22.547144,2014-12-11 00:19:46,1
1046581,114.112541,22.547199,2014-12-11 00:20:16,1
1046581,114.112473,22.547235,2014-12-11 00:20:45,1
1046581,114.112389,22.547197,2014-12-11 00:21:15,1
1046581,114.112389,22.547199,2014-12-11 00:21:18,1
1046581,114.112389,22.547199,2014-12-11 00:21:25,1
1046581,114.112350,22.547300,2014-12-11 00:21:46,0
1046581,114.112350,22.547335,2014-12-11 00:22:58,0
1046581,114.112350,22.547335,2014-12-11 00:24:38,0
1046581,114.112099,22.547186,2014-12-11 00:29:43,0
1046581,114.112251,22.547182,2014-12-11 00:29:55,0
1046581,114.111458,22.546530,2014-12-11 00:30:12,1
1046581,114.112099,22.547186,2014-12-11 00:30:19,0
1046581,114.110352,22.548006,2014-12-11 00:30:42,1
1046581,114.109970,22.551588,2014-12-11 00:31:12,1
1046581,114.109772,22.553757,2014-12-11 00:31:43,1
1046581,114.109787,22.554483,2014-12-11 00:32:13,1
1046581,114.111328,22.557531,2014-12-11 00:32:43,1
1046581,114.114037,22.558752,2014-12-11 00:33:12,1
1046581,114.118935,22.558781,2014-12-11 00:33:42,1
1046581,114.122406,22.557474,2014-12-11 00:34:12,1
1046581,114.124992,22.559032,2014-12-11 00:34:42,1
1046581,114.124962,22.559038,2014-12-11 00:35:13,1
1046581,114.127686,22.560404,2014-12-11 00:35:43,1
1046581,114.124962,22.559038,2014-12-11 00:36:00,1
1046581,114.131523,22.562008,2014-12-11 00:36:13,1
1046581,114.131500,22.562017,2014-12-11 00:36:42,1
1046581,114.133278,22.563553,2014-12-11 00:37:12,1
