35000,35000,35000,35000,35000,35000,35000,35000,35000,,,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
35000,35000,35000,35000,35000,35000,35000,35000,35000,,,35000,,,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
35000,35000,35000,35000,35000,35000,35000,35000,,,,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,,,35000,35000,35000,45000,45000,45000,45000,45000,45000,45000,45000,45000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,,,35000,35000,35000,35000,35000,35000,
35000,,35000,35000,35000,35000,35000,,35000,35000,35000,35000,35000,35000,35000,35000,35000,,35000,,,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,,
,,35000,35000,35000,35000,35000,,35000,35000,35000,35000,35000,35000,35000,35000,35000,,35000,,,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,,,35000,,,,,,
,35000,35000,35000,35000,35000,35000,35000,35000,35000,,,,35000,35000,35000,35000,35000,35000,,,,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,,,35000,35000,,,,,
,35000,35000,35000,35000,35000,35000,35000,35000,35000,,,,35000,35000,35000,35000,35000,35000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,35000,45000,45000,45000,45000,45000,45000,45000,45000,35000,35000,35000,35000,,,35000,35000,35000,35000,,,,
,,35000,35000,35000,35000,35000,35000,35000,35000,35000,,35000,,35000,35000,35000,35000,,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,,35000,35000,,35000,,,35000,35000,35000,35000,,,
,,,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,,,35000,35000,35000,,45000,45000,45000,,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,35000,35000,35000,35000,35000,,,35000,35000,35000,35000,35000,35000,
