240,181,112,104,88,155,240,193,0,0,0,150,219,88,136,70,0,0,167,145,32,91,125,0,0,117,81,111,140,99,124,97,107,80,142,139,100,0,200,186,240,104,158,94,119,134,148,182,196,169,130,0,174,137,160,128,98
0,97,139,73,137,102,177,212,0,0,0,116,0,0,193,161,159,180,240,158,54,93,112,90,0,65,106,143,152,225,129,78,48,172,149,120,145,33,240,165,121,240,35,104,114,146,172,150,0,59,210,197,240,0,35,178,240
240,240,55,138,107,132,173,32,0,0,0,67,33,240,0,91,98,130,63,115,107,79,88,145,141,97,95,138,94,240,62,0,0,0,41,121,107,144,76,139,0,0,240,109,132,137,153,240,0,58,142,0,0,240,94,177,122
213,0,240,126,93,84,185,0,39,40,32,95,61,203,187,168,105,0,0,0,0,76,139,131,163,99,81,98,68,119,135,105,47,0,78,95,31,240,33,0,52,160,229,224,64,224,146,0,0,0,0,105,190,169,239,133,0
240,0,0,163,98,159,0,0,68,89,0,101,133,158,59,203,31,0,0,0,0,0,149,117,134,78,72,77,104,87,71,0,54,38,170,71,136,240,124,72,240,32,72,51,158,216,160,0,0,0,51,111,44,0,0,0,0
240,0,0,0,87,154,203,0,57,80,114,0,0,124,93,43,0,0,0,0,0,0,116,131,125,119,162,119,114,240,100,36,104,240,157,52,0,198,75,240,89,236,129,68,80,33,91,240,0,0,0,0,0,0,0,0,0
0,240,0,0,177,116,141,45,0,61,0,0,0,0,92,46,0,0,64,0,0,0,103,99,146,117,166,167,133,230,160,131,74,80,83,86,165,86,80,84,120,93,72,126,68,164,0,240,0,0,0,0,0,0,0,0,0
0,240,0,0,45,240,128,144,126,240,0,0,0,41,0,47,67,0,0,240,0,0,240,117,128,92,91,79,81,146,148,98,70,122,107,64,113,187,114,210,77,50,0,0,240,0,0,0,0,54,146,0,0,0,0,0,0
0,0,203,61,60,0,72,117,100,97,167,0,0,0,0,134,95,240,0,240,163,0,0,240,108,174,158,168,92,121,116,53,135,135,128,84,139,103,135,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0
0,0,0,235,65,82,74,70,81,73,64,240,0,0,0,33,0,0,0,0,0,0,0,75,95,52,239,116,147,100,240,0,174,179,122,158,121,135,112,129,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,191,0
0,0,0,0,114,240,225,56,118,117,120,70,100,0,73,46,0,0,240,240,0,0,0,59,90,116,82,132,115,226,0,0,127,103,85,167,82,180,94,121,145,0,0,0,0,0,183,0,0,0,0,0,48,99,137,219,207
0,0,0,0,0,0,112,135,116,111,110,138,140,103,240,157,82,240,181,240,166,167,240,62,69,91,83,118,107,0,0,0,177,240,192,240,104,67,227,43,148,56,161,0,0,0,240,120,74,111,50,86,0,43,0,0,0
0,0,31,0,0,240,34,114,110,92,84,82,122,133,240,129,240,86,220,144,158,70,0,240,86,0,0,155,145,73,85,40,109,108,85,118,111,160,0,0,240,0,0,0,0,0,0,0,240,184,81,0,191,0,0,0,0
0,0,0,0,0,35,54,103,99,97,104,96,101,85,199,190,149,126,119,161,49,109,0,0,108,88,87,125,118,130,108,240,133,67,137,89,88,240,40,188,125,0,0,0,0,0,0,211,55,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,106,113,122,102,116,132,178,165,227,240,190,144,230,99,89,108,179,80,86,117,87,91,92,240,105,61,82,60,79,78,104,114,108,111,109,0,0,101,0,125,116,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,240,0,240,58,158,101,117,93,73,100,103,126,136,81,208,117,76,77,53,83,78,86,68,67,61,69,59,50,122,116,55,0,126,150,95,0,145,65,88,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,240,240,0,240,174,118,87,64,96,78,104,61,191,56,67,76,150,74,58,72,81,65,68,57,54,59,75,126,122,77,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,140,0,0,93,106,76,210,83,65,87,210,167,72,74,93,81,81,64,86,66,71,68,106,49,79,87,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,148,103,111,123,62,60,93,78,89,181,50,78,0,77,133,137,107,90,67,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
