1,22.538022,113.955008
2,22.544527,113.94853
3,22.560463,113.970219
4,22.558283,113.970212
5,22.570515,113.882448
6,22.589269,113.979489
7,22.565621,113.874844
8,22.561667,114.112764
9,22.588789,113.961736
10,22.557601,113.933805
11,22.533299,114.050924
12,22.74501,114.393268
13,22.533967,114.041663
14,22.571376,113.890401
15,22.544581,113.942531
16,22.624702,114.040576
17,22.584025,113.873782
18,22.556282,114.056589
19,22.584395,113.960287
20,22.542229,114.024656
21,22.645014,114.049583
22,22.534813,113.930856
23,22.552226,113.929418
24,22.603373,114.055986
25,22.63408,114.063599
26,22.571369,113.962082
27,22.654004,114.01832
28,22.681302,114.042587
29,22.562914,113.911429
30,22.640676,114.05981
31,22.5459,114.088487
32,22.626129,114.067718
33,22.507285,113.929405
34,22.544443,113.941156
35,22.53748,114.080402
36,22.636694,114.044186
37,22.632262,114.073966
38,22.622257,114.145673
39,22.646254,114.090841
40,22.558259,114.030291
41,22.550444,113.922245
42,22.736876,114.252835
43,22.688429,114.234497
44,22.631735,114.094538
45,22.584436,114.113194
46,22.529179,114.060946
47,22.526342,113.954614
48,22.521085,114.066524
49,22.545984,114.093703
50,22.562696,114.029769
51,22.733542,114.227654
52,22.556127,113.985618
53,22.571279,113.904666
54,22.576338,114.073264
55,22.539974,114.000826
56,22.649076,114.207822
57,22.665217,114.038138
58,22.554509,114.097695
59,22.698453,114.087962
60,22.712047,113.841108
61,22.567018,114.065178
62,22.556847,113.923435
63,22.671981,114.031606
64,22.700771,114.094182
65,22.629326,114.024869
66,22.52865,114.000078
67,22.701223,114.097072
68,22.681684,114.314348
69,22.7572,114.390851
70,22.572648,113.900997
71,22.555826,113.917549
72,22.58856,113.885999
73,22.693599,114.306426
74,22.675228,114.228942
75,22.588632,113.886067
76,22.717625,113.822486
77,22.596085,113.899878
78,22.527823,114.074354
79,22.565657,114.041497
80,22.497577,113.940522
81,22.737412,114.027769
82,22.520605,113.942476
83,22.507258,113.951264
84,22.555821,114.047376
85,22.637786,114.163423
86,22.521986,113.923419
87,22.700495,114.352178
88,22.702223,114.343331
89,22.619811,114.13415
90,22.675066,113.811588
91,22.698956,114.229586
92,22.540641,114.106629
93,22.595069,113.889942
94,22.568521,113.982781
95,22.600494,114.123494
96,22.57466,114.09698
97,22.526543,113.955083
98,22.761775,113.854692
99,22.71776,114.358747
100,22.59326,113.928148
101,22.676853,113.911032
102,22.735984,114.234834
103,22.567564,114.067555
104,22.660204,114.219941
105,22.699113,114.236823
106,22.516409,114.063796
107,22.679522,113.836023
108,22.689633,113.972094
109,22.538711,114.080471
110,22.546584,114.136884
111,22.579569,114.11895
112,22.565969,113.939884
113,22.660071,114.21954
114,22.552246,113.921113
